Timestamp,Open,High,Low,Close,Volume
1510444800000,0.090745,0.0951,0.08401,0.089685,83662.85
1510531200000,0.089684,0.094799,0.084102,0.090966,15830.28
1510617600000,0.090894,0.091,0.084101,0.08831,22283.82
1510704000000,0.089695,0.0904,0.0851,0.0897,13910.7
1510790400000,0.088101,0.0915,0.086,0.08734,29795.29
1510876800000,0.08627,0.127,0.084001,0.1215,94785.52
1510963200000,0.1215,0.1443,0.11,0.123,142779.39
1511049600000,0.123,0.131,0.1,0.113,77783.4
1511136000000,0.113,0.1219,0.096,0.097002,81582.71
1511222400000,0.097001,0.10228,0.09211,0.095201,55112.28
1511308800000,0.095205,0.1023,0.092222,0.093593,37086.95
1511395200000,0.093686,0.096766,0.080501,0.0857,69725.58
1511481600000,0.085346,0.086625,0.07205,0.073553,46734.58
1511568000000,0.07254,0.085999,0.071,0.082289,65403.4
1511654400000,0.08229,0.08653,0.08,0.081001,38725.65
1511740800000,0.081002,0.0874,0.081,0.08411,43498.67
1511827200000,0.08411,0.084794,0.078675,0.081,74880.64
1511913600000,0.081,0.08381,0.071002,0.078,91093.3
1512000000000,0.07706,0.079325,0.0736,0.075623,61467.88
1512086400000,0.075623,0.084,0.074042,0.078,72325.44
1512172800000,0.07751,0.078978,0.076,0.07646,49832.22
1512259200000,0.07646,0.083899,0.076459,0.0795,57922.8
1512345600000,0.07955,0.09369,0.079089,0.09004,101810.39
1512432000000,0.090039,0.092499,0.085062,0.085417,76771.97
1512518400000,0.085416,0.093131,0.082,0.083708,111815.67
1512604800000,0.083296,0.0887,0.08,0.081671,87832.52
1512691200000,0.082047,0.08611,0.077523,0.080837,77707.37
1512777600000,0.081142,0.083241,0.0733,0.076619,93156.76
1512864000000,0.076683,0.078972,0.074004,0.077,54815.59
1512950400000,0.076643,0.081,0.069001,0.069013,69727.27
1513036800000,0.069023,0.0733,0.055407,0.061539,105656.14
1513123200000,0.062935,0.076865,0.059,0.064413,162729.32
1513209600000,0.064413,0.077781,0.060703,0.073706,263427.78
1513296000000,0.074016,0.076692,0.066012,0.070942,129709.81
1513382400000,0.0714,0.074999,0.0671,0.072081,132416.67
1513468800000,0.072396,0.108424,0.0696,0.0955,224579.28
1513555200000,0.0955,0.1124,0.091112,0.098224,206401.63
1513641600000,0.0988,0.1053,0.08319,0.087311,151596.75
1513728000000,0.08721,0.097858,0.080515,0.096478,172657.38
1513814400000,0.096473,0.0987,0.0865,0.0897,146537.36
1513900800000,0.089978,0.091,0.081302,0.086701,183745.83
1513987200000,0.087441,0.0925,0.085002,0.086499,100243.95
1514073600000,0.087884,0.089587,0.084027,0.088999,88171.49
1514160000000,0.088554,0.094219,0.082349,0.091091,94087.16
1514246400000,0.091927,0.093606,0.08259,0.087495,101190.35
1514332800000,0.087202,0.0925,0.084,0.090982,104636.0
1514419200000,0.09,0.093,0.084799,0.0912,102593.58
1514505600000,0.091196,0.102,0.0881,0.100838,122973.33
1514592000000,0.100838,0.104399,0.09251,0.104386,132184.57
1514678400000,0.104387,0.108926,0.095399,0.102392,125577.72
1514764800000,0.1021,0.106,0.09823,0.1036,102724.14
1514851200000,0.103599,0.113299,0.091888,0.1045,216608.39
1514937600000,0.1045,0.112899,0.098346,0.110905,191854.1
1515024000000,0.110905,0.11449,0.099,0.103565,217578.0
1515110400000,0.1035,0.107458,0.095,0.0993,193040.4
1515196800000,0.099154,0.1037,0.095147,0.099898,158802.75
1515283200000,0.099898,0.104764,0.0905,0.090797,182526.43
1515369600000,0.090795,0.093498,0.080025,0.089569,156199.21
1515456000000,0.089565,0.108,0.088719,0.098298,316729.88
1515542400000,0.098298,0.099999,0.084006,0.098216,328067.27
1515628800000,0.098218,0.098229,0.088523,0.094548,195092.28
1515715200000,0.094736,0.101348,0.093002,0.098156,173566.09
1515801600000,0.098466,0.107186,0.0952,0.100986,228518.92
1515888000000,0.100977,0.13763,0.099,0.126419,429992.84
1515974400000,0.126418,0.153086,0.108502,0.149599,659184.78
1516060800000,0.149403,0.1499,0.116888,0.139,645639.54
1516147200000,0.139,0.15,0.120002,0.141805,508561.44
1516233600000,0.141996,0.149267,0.13532,0.140499,287530.39
1516320000000,0.140499,0.143,0.1311,0.135113,185562.76
1516406400000,0.135184,0.13797,0.12651,0.130429,152330.22
1516492800000,0.130429,0.13175,0.124121,0.1264,142300.71
1516579200000,0.1264,0.12906,0.12,0.124589,144362.54
1516665600000,0.124389,0.127791,0.1198,0.124881,127329.41
1516752000000,0.124927,0.13751,0.123,0.129913,172610.11
1516838400000,0.129912,0.134,0.1278,0.131554,98534.25
1516924800000,0.130821,0.131799,0.125555,0.1309,81302.29
1517011200000,0.1309,0.13155,0.1265,0.126698,56277.16
1517097600000,0.126837,0.12748,0.117,0.123345,97589.61
1517184000000,0.123345,0.14399,0.123345,0.14309,219276.58
1517270400000,0.14309,0.1451,0.122896,0.134353,218057.35
1517356800000,0.134698,0.13479,0.126155,0.1296,109272.76
1517443200000,0.1296,0.129997,0.11,0.121316,208654.24
1517529600000,0.121319,0.135645,0.115601,0.13119,267588.31
1517616000000,0.13119,0.13191,0.127001,0.128339,115289.99
1517702400000,0.128339,0.130899,0.1225,0.129755,107660.43
1517788800000,0.129755,0.1305,0.115,0.117533,230911.78
1517875200000,0.117533,0.138952,0.111111,0.133146,314009.81
1517961600000,0.133146,0.144,0.128087,0.135013,245188.3
1518048000000,0.135014,0.1406,0.135011,0.140002,9726.71
1518134400000,0.14,0.14,0.130503,0.130537,87572.4
1518220800000,0.130552,0.134,0.12199,0.126144,136295.13
1518307200000,0.126143,0.131273,0.1203,0.125998,108290.84
1518393600000,0.125816,0.1349,0.125816,0.129178,109590.83
1518480000000,0.129101,0.1317,0.1285,0.128753,64004.47
1518566400000,0.128756,0.133,0.1285,0.13271,100776.7
1518652800000,0.13271,0.134427,0.129,0.130857,86239.4
1518739200000,0.130857,0.137899,0.128809,0.135739,79224.44
1518825600000,0.135739,0.144,0.135605,0.139173,99130.81
1518912000000,0.139158,0.140978,0.134388,0.137274,66472.97
1518998400000,0.137392,0.1458,0.135862,0.145201,72216.39
1519084800000,0.145204,0.1485,0.1397,0.141466,88728.51
1519171200000,0.141282,0.14287,0.137897,0.140498,85071.6
1519257600000,0.140886,0.1449,0.138,0.138986,77032.31
1519344000000,0.13901,0.14,0.13521,0.138844,65944.15
1519430400000,0.138846,0.143367,0.1368,0.13825,49462.02
1519516800000,0.13825,0.140963,0.137,0.138721,39985.58
1519603200000,0.138996,0.155782,0.13768,0.154899,157200.55
1519689600000,0.154899,0.1645,0.150734,0.161001,147276.3
1519776000000,0.161001,0.1625,0.1508,0.154599,106922.9
1519862400000,0.154214,0.158,0.1454,0.147683,115220.52
1519948800000,0.147683,0.149499,0.142514,0.144609,51234.12
1520035200000,0.144608,0.148,0.141071,0.14146,42060.76
1520121600000,0.141707,0.146219,0.136399,0.137682,68091.77
1520208000000,0.137682,0.138679,0.129921,0.131292,90512.67
1520294400000,0.131292,0.134999,0.125208,0.128224,99543.91
1520380800000,0.128225,0.1377,0.123,0.133482,118365.46
1520467200000,0.133482,0.134,0.127944,0.130086,69222.37
1520553600000,0.130086,0.131387,0.1215,0.126607,90058.22
1520640000000,0.126695,0.127585,0.12325,0.124643,53026.65
1520726400000,0.124642,0.126655,0.1215,0.12524,43410.89
1520812800000,0.125504,0.12699,0.121,0.122225,55962.14
1520899200000,0.122225,0.1245,0.1182,0.1203,57575.32
1520985600000,0.120527,0.121423,0.11483,0.11674,79239.3
1521072000000,0.116759,0.117999,0.11177,0.113368,109652.33
1521158400000,0.113604,0.1155,0.11018,0.112499,72457.68
1521244800000,0.112499,0.114773,0.109532,0.110194,59698.32
1521331200000,0.110194,0.12272,0.105,0.121469,166407.52
1521417600000,0.12147,0.1318,0.118266,0.130126,119662.54
1521504000000,0.130074,0.1408,0.1284,0.135898,100418.39
1521590400000,0.135898,0.137599,0.12814,0.129789,90084.26
1521676800000,0.129749,0.1328,0.126793,0.128475,56589.33
1521763200000,0.128449,0.129,0.124008,0.126683,75968.83
1521849600000,0.127096,0.12905,0.1245,0.125279,51357.52
1521936000000,0.125279,0.126681,0.12329,0.12489,47840.13
1522022400000,0.125184,0.125688,0.11642,0.121523,105950.76
1522108800000,0.121502,0.12835,0.114826,0.123433,121558.97
1522195200000,0.123433,0.1294,0.123123,0.127963,70308.79
1522281600000,0.1281,0.136825,0.1268,0.134089,99149.06
1522368000000,0.134402,0.135681,0.127782,0.127911,86790.31
1522454400000,0.127999,0.12917,0.125228,0.126765,50924.11
1522540800000,0.126765,0.12931,0.124097,0.124811,52036.35
1522627200000,0.125029,0.127846,0.123614,0.126909,47248.36
1522713600000,0.126859,0.1315,0.12615,0.12849,99348.84
1522800000000,0.12849,0.129,0.124102,0.12574,53750.37
1522886400000,0.125336,0.125895,0.12171,0.12306,53134.87
1522972800000,0.123143,0.124563,0.120525,0.121323,38177.12
1523059200000,0.121204,0.1234,0.12012,0.12063,46076.23
1523145600000,0.12069,0.123342,0.118512,0.123342,59404.3
1523232000000,0.12321,0.138611,0.122005,0.13251,254269.41
1523318400000,0.13251,0.133205,0.125075,0.12685,71498.7
1523404800000,0.126684,0.14064,0.125603,0.135283,117997.55
1523491200000,0.135628,0.1405,0.1308,0.135963,125535.04
1523577600000,0.135507,0.136,0.12616,0.126162,84391.99
1523664000000,0.12635,0.129463,0.125612,0.12781,37734.16
1523750400000,0.12756,0.134915,0.126502,0.13202,64000.61
1523836800000,0.13223,0.133225,0.1284,0.130434,48916.54
1523923200000,0.13044,0.134994,0.13,0.130611,43914.7
1524009600000,0.130611,0.14,0.130611,0.138664,69434.28
1524096000000,0.138664,0.14,0.1298,0.130432,81801.75
1524182400000,0.13043,0.132,0.127003,0.128434,72181.83
1524268800000,0.128197,0.1299,0.121244,0.12335,54224.75
1524355200000,0.12335,0.124419,0.116598,0.118407,46258.04
1524441600000,0.118407,0.122,0.117,0.118414,49051.39
1524528000000,0.118207,0.120185,0.115045,0.11756,71728.12
1524614400000,0.117226,0.118923,0.11456,0.11571,83854.45
1524700800000,0.115711,0.117296,0.112764,0.116222,68828.33
1524787200000,0.116204,0.11657,0.111111,0.112411,45174.89
1524873600000,0.112407,0.113843,0.109771,0.11199,58668.89
1524960000000,0.111906,0.134888,0.111852,0.131166,173459.39
1525046400000,0.131166,0.136,0.123253,0.12539,124535.26
1525132800000,0.125203,0.126089,0.121941,0.125331,54520.4
1525219200000,0.125218,0.1262,0.122,0.12301,37958.31
1525305600000,0.12306,0.123459,0.11166,0.11223,90291.44
1525392000000,0.112231,0.113647,0.1046,0.106884,69121.41
1525478400000,0.107226,0.107888,0.102731,0.103001,45903.51
1525564800000,0.102832,0.107107,0.10263,0.105261,46964.61
1525651200000,0.105248,0.109971,0.102211,0.105267,61994.63
1525737600000,0.105267,0.106397,0.1021,0.102391,47251.91
1525824000000,0.102548,0.103381,0.100375,0.101175,40323.78
1525910400000,0.101422,0.101617,0.096154,0.0964,63130.73
1525996800000,0.0964,0.097218,0.090261,0.093527,77985.2
1526083200000,0.093551,0.098508,0.0916,0.094505,42391.03
1526169600000,0.094202,0.0955,0.09175,0.092409,41758.91
1526256000000,0.09246,0.093857,0.09,0.090859,50694.73
1526342400000,0.090735,0.0943,0.088788,0.089497,41215.35
1526428800000,0.089261,0.089968,0.086838,0.087255,39937.76
1526515200000,0.087351,0.088488,0.0846,0.086155,41432.52
1526601600000,0.086155,0.088,0.084334,0.086112,48421.41
1526688000000,0.086076,0.086767,0.0844,0.084855,31429.75
1526774400000,0.084854,0.089328,0.0841,0.088975,33713.75
1526860800000,0.088975,0.092387,0.087429,0.089216,66240.55
1526947200000,0.089291,0.089476,0.086,0.088863,50378.59
1527033600000,0.088757,0.092,0.087182,0.089574,84252.51
1527120000000,0.089531,0.0925,0.089125,0.091637,47140.47
1527206400000,0.0916,0.092982,0.089,0.0902,31242.7
1527292800000,0.090267,0.090783,0.088194,0.089056,38357.52
1527379200000,0.089048,0.092915,0.087577,0.09255,60123.12
1527465600000,0.09255,0.094794,0.090204,0.093211,92334.83
1527552000000,0.093211,0.0957,0.091783,0.09219,57875.02
1527638400000,0.09219,0.093451,0.0911,0.092207,39819.08
1527724800000,0.092217,0.093496,0.09101,0.091654,43829.96
1527811200000,0.091761,0.096438,0.09158,0.095956,55498.72
1527897600000,0.09587,0.097,0.093,0.096082,56533.31
1527984000000,0.096113,0.096202,0.090927,0.091193,34164.99
1528070400000,0.09119,0.09165,0.08903,0.090446,35441.04
1528156800000,0.090477,0.091064,0.088553,0.089379,44886.58
1528243200000,0.089487,0.08998,0.088101,0.088476,38180.03
1528329600000,0.08855,0.0895,0.087701,0.0884,34332.23
1528416000000,0.088485,0.088669,0.083,0.087174,35328.18
1528502400000,0.087144,0.087799,0.085436,0.085727,18258.19
1528588800000,0.085728,0.088083,0.0848,0.086444,48089.7
1528675200000,0.086444,0.086855,0.082826,0.085857,43616.81
1528761600000,0.085858,0.088,0.0823,0.0833,41170.59
1528848000000,0.083301,0.08475,0.079513,0.079725,59028.05
1528934400000,0.079726,0.083323,0.077421,0.07845,66000.58
1529020800000,0.078451,0.079925,0.076915,0.077676,35054.0
1529107200000,0.077691,0.078255,0.074276,0.076418,39867.01
1529193600000,0.076473,0.079123,0.074704,0.077578,27785.86
1529280000000,0.077577,0.077868,0.07482,0.076125,31055.79
1529366400000,0.076342,0.077153,0.073636,0.074196,37131.61
1529452800000,0.074143,0.07434,0.07206,0.072478,28638.77
1529539200000,0.072478,0.073,0.07068,0.0715,32790.99
1529625600000,0.0715,0.07219,0.07,0.071234,43202.39
1529712000000,0.071309,0.07251,0.070305,0.071513,28297.46
1529798400000,0.071517,0.072,0.068215,0.068359,73022.92
1529884800000,0.068497,0.07,0.068089,0.068685,64371.51
1529971200000,0.068765,0.070498,0.068085,0.069807,42624.41
1530057600000,0.0699,0.0702,0.06812,0.0687,38568.39
1530144000000,0.0687,0.06954,0.0665,0.067214,35385.46
1530230400000,0.067029,0.069574,0.06546,0.068138,50173.7
1530316800000,0.068144,0.070118,0.067,0.067811,57809.04
1530403200000,0.067811,0.069546,0.066215,0.06912,42445.97
1530489600000,0.069278,0.078072,0.068743,0.076073,86186.53
1530576000000,0.075892,0.0828,0.075107,0.077785,69420.03
1530662400000,0.077765,0.089829,0.077434,0.086868,77688.5
1530748800000,0.086928,0.091606,0.080111,0.086097,75683.19
1530835200000,0.086061,0.086337,0.078773,0.0798,62683.38
1530921600000,0.07975,0.080569,0.077757,0.079505,27456.74
1531008000000,0.079811,0.08469,0.079547,0.080438,48216.89
1531094400000,0.0803,0.080624,0.077001,0.077294,41906.09
1531180800000,0.077241,0.079632,0.0745,0.076894,60192.56
1531267200000,0.076724,0.078888,0.074522,0.076202,53506.95
1531353600000,0.076092,0.076346,0.072139,0.074531,46196.11
1531440000000,0.074593,0.0775,0.07405,0.076587,35954.45
1531526400000,0.076684,0.077026,0.073376,0.074871,17884.56
1531612800000,0.074992,0.076,0.074117,0.07439,14271.91
1531699200000,0.074546,0.07787,0.073671,0.076893,29167.94
1531785600000,0.0769,0.0798,0.076142,0.078643,43556.45
1531872000000,0.078743,0.081199,0.077583,0.078383,45347.94
1531958400000,0.078437,0.07936,0.076,0.076849,32968.19
1532044800000,0.076763,0.076849,0.072999,0.073792,30486.15
1532131200000,0.07394,0.075599,0.071191,0.074115,26524.1
1532217600000,0.074164,0.074599,0.071586,0.07222,19558.71
1532304000000,0.072291,0.073862,0.0711,0.071439,26571.27
1532390400000,0.071356,0.074202,0.069344,0.070475,35633.84
1532476800000,0.070428,0.07365,0.070203,0.072353,29296.85
1532563200000,0.072244,0.074,0.070883,0.071434,21745.72
1532649600000,0.071526,0.07212,0.070342,0.071141,21277.5
1532736000000,0.071129,0.072509,0.07037,0.072299,17662.75
1532822400000,0.072309,0.073129,0.071156,0.071635,15703.84
1532908800000,0.071647,0.071952,0.0698,0.070054,29173.62
1532995200000,0.070099,0.071081,0.0681,0.068722,42663.52
1533081600000,0.068758,0.071589,0.068101,0.0707,32140.12
1533168000000,0.070711,0.070951,0.067541,0.068658,46058.31
1533254400000,0.068692,0.068715,0.065268,0.0668,37503.56
1533340800000,0.0668,0.068699,0.064449,0.065432,30328.25
1533427200000,0.065587,0.067802,0.065,0.067301,19964.35
1533513600000,0.0673,0.0688,0.064,0.064447,29461.95
1533600000000,0.064447,0.067629,0.063895,0.066443,34067.77
1533686400000,0.066301,0.066367,0.059644,0.061197,61431.55
1533772800000,0.061197,0.062663,0.059336,0.061362,51287.19
1533859200000,0.06145,0.062176,0.057582,0.059591,51614.62
1533945600000,0.059452,0.059737,0.055269,0.058,89201.23
1534032000000,0.0579,0.059159,0.056914,0.058204,31491.26
1534118400000,0.058113,0.059388,0.054841,0.055289,121167.01
1534204800000,0.055288,0.059,0.054601,0.057981,137658.49
1534291200000,0.057591,0.0594,0.055493,0.055501,117626.8
1534377600000,0.055501,0.058557,0.055175,0.056013,90024.9
1534464000000,0.055864,0.065875,0.0555,0.065108,110537.58
1534550400000,0.065108,0.065721,0.060551,0.063671,82852.18
1534636800000,0.063771,0.065819,0.061,0.064994,58435.88
1534723200000,0.064855,0.065681,0.062515,0.063056,78843.23
1534809600000,0.063232,0.064593,0.062228,0.063461,52291.78
1534896000000,0.063461,0.065,0.06039,0.06039,71797.27
1534982400000,0.060719,0.064374,0.06051,0.064232,42967.74
1535068800000,0.064375,0.064499,0.062515,0.063109,43769.93
1535155200000,0.063109,0.064865,0.062023,0.063471,46581.92
1535241600000,0.063485,0.064211,0.062,0.063831,46655.41
1535328000000,0.063912,0.073338,0.063466,0.071798,119505.43
1535414400000,0.071796,0.074451,0.06952,0.071809,78039.61
1535500800000,0.071813,0.072158,0.06812,0.068545,63330.27
1535587200000,0.068629,0.069232,0.066895,0.068765,44583.83
1535673600000,0.069062,0.071743,0.067554,0.071328,49916.33
1535760000000,0.071429,0.077212,0.071223,0.07628,81336.82
1535846400000,0.07628,0.07781,0.073833,0.074974,83545.99
1535932800000,0.074947,0.085,0.07349,0.079564,104792.35
1536019200000,0.079412,0.0875,0.078188,0.084857,111870.56
1536105600000,0.084766,0.08773,0.082626,0.084715,132551.94
1536192000000,0.084324,0.088908,0.081783,0.088752,132230.23
1536278400000,0.088752,0.092563,0.086339,0.090543,97564.29
1536364800000,0.090447,0.0935,0.0897,0.091036,75053.42
1536451200000,0.091196,0.09599,0.0909,0.093801,76362.34
1536537600000,0.093876,0.097943,0.092501,0.09389,79685.59
1536624000000,0.09389,0.097281,0.093248,0.095969,54981.17
1536710400000,0.095967,0.099934,0.0945,0.096331,75757.8
1536796800000,0.09624,0.096797,0.085491,0.086214,66990.82
1536883200000,0.086313,0.087504,0.082737,0.084992,48518.72
1536969600000,0.085,0.08582,0.080501,0.081511,28402.66
1537056000000,0.081148,0.0843,0.079949,0.081381,24127.64
1537142400000,0.081392,0.08553,0.079507,0.084334,46604.06
1537228800000,0.083983,0.084806,0.0804,0.080997,26794.13
1537315200000,0.080986,0.0825,0.080097,0.081513,25932.76
1537401600000,0.081513,0.084077,0.080339,0.08115,34759.41
1537488000000,0.081286,0.085,0.077196,0.080211,52033.71
1537574400000,0.079968,0.080216,0.077534,0.077989,19111.45
1537660800000,0.078126,0.08431,0.077771,0.079928,37028.07
1537747200000,0.080087,0.08135,0.078184,0.0809,28638.62
1537833600000,0.080748,0.08446,0.079812,0.083104,30173.02
1537920000000,0.082914,0.084775,0.082355,0.08298,30638.37
1538006400000,0.082891,0.086532,0.082359,0.08311,33882.13
1538092800000,0.08311,0.089871,0.082722,0.08685,65134.1
1538179200000,0.086629,0.086653,0.080888,0.082909,28326.84
1538265600000,0.082992,0.083416,0.080181,0.081452,29806.07
1538352000000,0.081064,0.082862,0.080407,0.080853,23804.14
1538438400000,0.080735,0.082112,0.080363,0.081719,21901.32
1538524800000,0.081686,0.082716,0.079778,0.081509,38509.52
1538611200000,0.08151,0.081934,0.080529,0.080742,33744.3
1538697600000,0.080927,0.0814,0.07876,0.07984,21396.15
1538784000000,0.079827,0.081541,0.0793,0.079604,18801.65
1538870400000,0.079604,0.081704,0.0796,0.080311,24173.59
1538956800000,0.080311,0.081596,0.080201,0.080707,20344.92
1539043200000,0.080707,0.081384,0.0795,0.08016,13756.43
1539129600000,0.080161,0.080999,0.079659,0.080593,16555.8
1539216000000,0.080643,0.083442,0.07903,0.081298,71405.09
1539302400000,0.081101,0.0815,0.07956,0.079718,38463.53
1539388800000,0.079947,0.0806,0.078664,0.079479,21366.3
1539475200000,0.079466,0.081128,0.079265,0.080309,24061.69
1539561600000,0.080192,0.08044,0.07545,0.077563,68937.4
1539648000000,0.077807,0.0789,0.077031,0.078316,29275.68
1539734400000,0.078438,0.08137,0.078336,0.0807,43203.26
1539820800000,0.0807,0.085558,0.079534,0.082092,96877.23
1539907200000,0.081881,0.082231,0.080451,0.081676,29467.56
1539993600000,0.081676,0.082184,0.080737,0.081434,13925.34
1540080000000,0.081308,0.081899,0.080584,0.080802,15467.6
1540166400000,0.080802,0.0839,0.080499,0.08235,28412.36
1540252800000,0.082423,0.082547,0.081352,0.081865,19795.84
1540339200000,0.081751,0.082872,0.0809,0.082396,26135.98
1540425600000,0.082396,0.082648,0.081382,0.082006,14541.12
1540512000000,0.082057,0.08216,0.079,0.07986,28289.52
1540598400000,0.080046,0.08054,0.078558,0.078837,12544.29
1540684800000,0.078954,0.079751,0.0786,0.079047,22231.72
1540771200000,0.079047,0.079384,0.076231,0.0785,26273.59
1540857600000,0.078594,0.079,0.077,0.077332,22936.87
1540944000000,0.077381,0.078038,0.075774,0.077854,19558.52
1541030400000,0.077924,0.079416,0.07733,0.079012,20126.3
1541116800000,0.079206,0.080997,0.078939,0.080597,25599.09
1541203200000,0.080545,0.080778,0.0793,0.0798,17243.21
1541289600000,0.0798,0.08345,0.078461,0.07951,46410.99
1541376000000,0.079498,0.079705,0.077664,0.077998,18854.19
1541462400000,0.077786,0.079559,0.0774,0.077401,29991.3
1541548800000,0.077663,0.0795,0.07596,0.07675,28299.16
1541635200000,0.076977,0.077223,0.076353,0.077028,18664.27
1541721600000,0.07714,0.077342,0.075523,0.075819,19567.74
1541808000000,0.075829,0.076479,0.075,0.075,13757.17
1541894400000,0.075001,0.076182,0.073528,0.076182,18394.61
1541980800000,0.07606,0.076228,0.074,0.074852,15058.36
1542067200000,0.074852,0.074882,0.0736,0.074329,17682.63
1542153600000,0.074103,0.076656,0.0701,0.074398,70589.4
1542240000000,0.074316,0.074526,0.071,0.071997,46510.06
1542326400000,0.072039,0.073326,0.07101,0.072779,27665.56
1542412800000,0.072779,0.073316,0.070401,0.071482,20897.62
1542499200000,0.071482,0.072067,0.07017,0.070757,19037.25
1542585600000,0.070911,0.071071,0.067109,0.068,88498.44
1542672000000,0.068096,0.069261,0.062626,0.068216,132712.3
1542758400000,0.068475,0.069337,0.06604,0.067494,69363.82
1542844800000,0.0675,0.068335,0.066339,0.066623,54752.01
1542931200000,0.066684,0.0705,0.065878,0.069954,90820.05
1543017600000,0.069848,0.070057,0.065317,0.066178,51514.02
1543104000000,0.065897,0.068113,0.0652,0.06608,78929.99
1543190400000,0.066049,0.06784,0.064609,0.065835,54991.17
1543276800000,0.065835,0.067019,0.064828,0.066105,45667.65
1543363200000,0.066035,0.071309,0.065447,0.068302,100897.7
1543449600000,0.068128,0.073081,0.0677,0.071925,48638.16
1543536000000,0.071822,0.0723,0.066059,0.068295,42648.21
1543622400000,0.068102,0.069851,0.067468,0.06917,27074.42
1543708800000,0.069098,0.070379,0.067948,0.068643,24979.86
1543795200000,0.0687,0.0693,0.067319,0.067586,41218.92
1543881600000,0.067635,0.0706,0.066414,0.069398,43921.55
1543968000000,0.069398,0.069398,0.06715,0.068344,46641.61
1544054400000,0.068346,0.071274,0.06521,0.065965,105964.84
1544140800000,0.066059,0.071,0.06333,0.065,154177.29
1544227200000,0.065,0.067815,0.0645,0.06555,65471.05
1544313600000,0.065619,0.0693,0.065351,0.067448,50871.5
1544400000000,0.067401,0.068218,0.066389,0.066987,31644.05
1544486400000,0.06699,0.067884,0.065631,0.065852,38680.27
1544572800000,0.06589,0.0692,0.065847,0.066837,50024.96
1544659200000,0.066837,0.067107,0.065416,0.06615,58895.17
1544745600000,0.06615,0.067461,0.065,0.067029,51491.86
1544832000000,0.0671,0.067191,0.06563,0.066771,32836.32
1544918400000,0.066702,0.069,0.066092,0.067033,35940.39
1545004800000,0.066987,0.0705,0.066804,0.069052,79310.02
1545091200000,0.068794,0.069827,0.06699,0.067159,47351.11
1545177600000,0.067088,0.069308,0.065318,0.065832,87782.12
1545264000000,0.065881,0.06757,0.06175,0.062674,97069.86
1545350400000,0.062646,0.06398,0.060588,0.063255,161654.94
1545436800000,0.063277,0.063323,0.06028,0.060515,49443.29
1545523200000,0.060631,0.061139,0.055277,0.058566,120486.45
1545609600000,0.05858,0.061116,0.05535,0.060057,144377.92
1545696000000,0.060186,0.0607,0.056756,0.05908,55790.86
1545782400000,0.059216,0.0599,0.05691,0.05937,37298.6
1545868800000,0.059604,0.06162,0.058485,0.05952,57681.14
1545955200000,0.059773,0.06069,0.05696,0.057683,70306.06
1546041600000,0.057665,0.058164,0.055009,0.057533,50617.64
1546128000000,0.057533,0.0592,0.056898,0.057783,40940.85
1546214400000,0.057668,0.058575,0.055642,0.056417,27096.5
1546300800000,0.056338,0.056468,0.0541,0.055735,29159.98
1546387200000,0.055735,0.05586,0.051,0.051748,49716.48
1546473600000,0.051786,0.052424,0.050422,0.051302,36981.22
